txn_id,txn_date,txn_time,txn_datetime,txn_type,sender_id,receiver_id,merchant_id,merchant_category,amount,payment_mode,bank_name,status,is_fraud_flag,device_type
TXN001455,2023-06-18,13:03:26,2023-06-18 13:03:26,Recharge,U0089,,M020,Fuel,99.0,Wallet,Canara,Success,0,Android
TXN001456,2023-05-03,23:13:49,2023-05-03 23:13:49,P2M,U0102,,M003,Healthcare,2536.88,UPI Lite,ICICI,Failed,0,Android
TXN001457,2024-10-23,10:55:13,2024-10-23 10:55:13,P2P,U0256,U0222,,,4379.32,UPI Lite,PNB,Success,0,Android
TXN001458,2024-07-02,09:14:35,2024-07-02 09:14:35,Wallet Load,U0035,,,,500.0,Wallet,ICICI,Success,0,Android
TXN001459,2023-01-11,01:44:00,2023-01-11 01:44:00,P2M,U0254,,M028,Travel,6361.91,Wallet,PNB,Success,1,iOS
TXN001460,2023-08-07,22:56:35,2023-08-07 22:56:35,P2M,U0063,,M077,Entertainment,281.2,UPI Lite,ICICI,Success,0,iOS
TXN001461,2023-10-15,09:27:31,2023-10-15 09:27:31,P2M,U0243,,M009,Healthcare,186.78,Wallet,HDFC,Success,0,iOS
TXN001462,2024-03-07,01:52:14,2024-03-07 01:52:14,Recharge,U0161,,M061,Entertainment,199.0,Wallet,Bank of Baroda,Success,0,iOS
TXN001463,2024-07-04,00:01:54,2024-07-04 00:01:54,Recharge,U0165,,M074,Insurance,149.0,UPI,SBI,Success,0,iOS
TXN001464,2023-09-01,11:19:07,2023-09-01 11:19:07,P2P,U0289,U0241,,,8911.04,UPI,Axis,Success,0,Android
TXN001465,2023-12-26,09:09:10,2023-12-26 09:09:10,P2P,U0165,U0042,,,5315.89,UPI Lite,SBI,Success,0,Android
TXN001466,2023-10-10,13:23:47,2023-10-10 13:23:47,P2M,U0099,,M036,Food & Beverages,592.57,UPI,IDFC First,Success,0,Android
TXN001467,2024-08-31,16:56:01,2024-08-31 16:56:01,P2P,U0183,U0248,,,5640.69,Wallet,Yes Bank,Success,0,Android
TXN001468,2024-05-16,15:21:34,2024-05-16 15:21:34,P2M,U0275,,M026,Grocery,2507.58,UPI Lite,Canara,Failed,0,Android
TXN001469,2023-08-08,09:21:58,2023-08-08 09:21:58,Bill Payment,U0100,,M068,Travel,4034.47,Wallet,Axis,Success,0,Android
TXN001470,2023-06-08,15:18:36,2023-06-08 15:18:36,Recharge,U0006,,M039,Recharge & Bills,199.0,UPI,Bank of Baroda,Success,0,Android
TXN001471,2024-08-25,13:54:08,2024-08-25 13:54:08,P2M,U0216,,M011,Shopping,3075.33,UPI Lite,IDFC First,Failed,1,Android
TXN001472,2023-08-01,11:22:47,2023-08-01 11:22:47,P2P,U0228,U0161,,,1122.06,UPI,Kotak,Success,0,iOS
TXN001473,2023-01-14,04:05:12,2023-01-14 04:05:12,P2M,U0084,,M076,Grocery,559.9,UPI Lite,Axis,Success,0,Android
TXN001474,2023-12-04,07:11:09,2023-12-04 07:11:09,P2P,U0193,U0282,,,303.38,Wallet,Canara,Success,0,Android
TXN001475,2024-08-10,14:01:16,2024-08-10 14:01:16,P2M,U0018,,M037,Insurance,16538.7,UPI,PNB,Failed,0,iOS
TXN001476,2023-04-19,16:08:17,2023-04-19 16:08:17,Bill Payment,U0255,,M009,Healthcare,4649.35,UPI Lite,Bank of Baroda,Success,0,Android
TXN001477,2023-09-20,15:43:22,2023-09-20 15:43:22,Bill Payment,U0048,,M047,Insurance,4867.13,Wallet,ICICI,Success,0,iOS
TXN001478,2024-05-13,12:22:04,2024-05-13 12:22:04,P2M,U0280,,M008,Shopping,4292.5,UPI Lite,HDFC,Success,0,iOS
TXN001479,2024-08-15,10:57:10,2024-08-15 10:57:10,Recharge,U0230,,M021,Insurance,49.0,Wallet,Yes Bank,Failed,0,Android
TXN001480,2024-10-16,16:40:03,2024-10-16 16:40:03,P2P,U0286,U0013,,,572.21,Wallet,ICICI,Success,0,Android
TXN001481,2023-04-17,22:24:46,2023-04-17 22:24:46,P2P,U0120,U0079,,,9546.49,Wallet,Bank of Baroda,Success,0,Android
TXN001482,2023-08-13,23:16:11,2023-08-13 23:16:11,P2M,U0203,,M003,Healthcare,2600.21,UPI Lite,IDFC First,Success,0,iOS
TXN001483,2023-01-28,23:11:34,2023-01-28 23:11:34,P2M,U0035,,M006,Travel,3161.84,UPI,ICICI,Success,0,Android
TXN001484,2023-05-08,12:31:18,2023-05-08 12:31:18,P2P,U0189,U0261,,,8990.86,UPI,Axis,Success,0,Android
TXN001485,2023-10-18,17:28:06,2023-10-18 17:28:06,Recharge,U0145,,M035,Travel,999.0,UPI,SBI,Success,0,iOS
TXN001486,2024-11-28,10:35:36,2024-11-28 10:35:36,Bill Payment,U0132,,M043,Recharge & Bills,1139.71,UPI,IDFC First,Success,0,iOS
TXN001487,2024-06-05,20:07:26,2024-06-05 20:07:26,P2M,U0229,,M078,Travel,14522.47,UPI,HDFC,Success,0,Android
TXN001488,2024-03-18,21:25:42,2024-03-18 21:25:42,P2M,U0055,,M027,Healthcare,1080.7,UPI Lite,HDFC,Success,0,iOS
TXN001489,2023-02-12,05:29:04,2023-02-12 05:29:04,Recharge,U0156,,M047,Insurance,599.0,UPI,Bank of Baroda,Success,0,Android
TXN001490,2023-01-19,11:53:51,2023-01-19 11:53:51,Recharge,U0130,,M028,Travel,999.0,UPI,Kotak,Success,0,iOS
TXN001491,2024-07-13,05:12:00,2024-07-13 05:12:00,Recharge,U0106,,M064,Insurance,399.0,Wallet,ICICI,Success,0,Android
TXN001492,2023-08-10,15:10:09,2023-08-10 15:10:09,P2P,U0252,U0246,,,5630.26,UPI Lite,PNB,Success,0,iOS
TXN001493,2024-04-26,00:09:18,2024-04-26 00:09:18,P2P,U0055,U0001,,,8534.18,UPI,HDFC,Success,0,Web
TXN001494,2023-10-24,06:12:04,2023-10-24 06:12:04,Wallet Load,U0156,,,,1000.0,UPI,Bank of Baroda,Success,0,Android
TXN001495,2023-10-17,13:53:11,2023-10-17 13:53:11,P2M,U0098,,M055,Shopping,5986.4,UPI,HDFC,Success,0,Android
TXN001496,2023-12-21,21:44:55,2023-12-21 21:44:55,P2P,U0062,U0155,,,1461.29,UPI,Canara,Failed,0,Android
TXN001497,2023-03-29,10:46:10,2023-03-29 10:46:10,P2M,U0016,,M061,Entertainment,344.41,UPI Lite,PNB,Success,0,iOS
TXN001498,2024-07-22,02:55:06,2024-07-22 02:55:06,P2M,U0012,,M073,Fuel,1595.26,Wallet,Bank of Baroda,Success,0,iOS
TXN001499,2023-11-17,08:08:43,2023-11-17 08:08:43,P2P,U0255,U0222,,,8312.99,UPI,Bank of Baroda,Success,0,Android
TXN001500,2024-07-12,08:43:25,2024-07-12 08:43:25,P2P,U0033,U0144,,,7113.52,Wallet,Kotak,Success,0,Android
TXN001501,2024-09-21,10:05:31,2024-09-21 10:05:31,P2M,U0097,,M031,Grocery,2131.09,UPI Lite,IDFC First,Success,0,iOS
TXN001502,2024-07-30,17:41:14,2024-07-30 17:41:14,P2M,U0251,,M030,Grocery,2203.59,UPI Lite,SBI,Success,0,Android
TXN001503,2024-05-26,13:13:07,2024-05-26 13:13:07,Recharge,U0279,,M021,Insurance,299.0,UPI Lite,Canara,Failed,0,Android
TXN001504,2023-11-09,01:42:25,2023-11-09 01:42:25,P2P,U0178,U0209,,,1780.93,Wallet,IDFC First,Success,0,iOS
TXN001505,2023-12-02,07:40:57,2023-12-02 07:40:57,P2P,U0254,U0278,,,4107.87,Wallet,PNB,Success,0,iOS
TXN001506,2024-02-23,19:38:10,2024-02-23 19:38:10,P2M,U0184,,M060,Insurance,22813.05,UPI,PNB,Failed,1,Android
TXN001507,2024-02-24,14:15:49,2024-02-24 14:15:49,Recharge,U0075,,M077,Entertainment,299.0,UPI Lite,Canara,Success,0,Android
TXN001508,2023-11-04,20:30:10,2023-11-04 20:30:10,Bill Payment,U0072,,M027,Healthcare,4158.49,Wallet,ICICI,Success,0,iOS
TXN001509,2024-02-08,13:27:55,2024-02-08 13:27:55,Wallet Load,U0279,,,,100.0,UPI,Canara,Success,0,Android
TXN001510,2024-09-03,20:14:39,2024-09-03 20:14:39,P2M,U0085,,M030,Grocery,2115.23,UPI Lite,ICICI,Success,0,iOS
TXN001511,2023-11-02,02:19:03,2023-11-02 02:19:03,P2M,U0203,,M067,Entertainment,1019.65,Wallet,IDFC First,Success,0,iOS
TXN001512,2024-05-15,03:12:29,2024-05-15 03:12:29,Wallet Load,U0116,,,,5000.0,UPI Lite,Bank of Baroda,Success,0,iOS
TXN001513,2024-01-20,15:15:05,2024-01-20 15:15:05,P2P,U0001,U0259,,,8009.36,UPI,ICICI,Success,0,iOS
TXN001514,2024-02-25,22:59:41,2024-02-25 22:59:41,P2M,U0208,,M039,Recharge & Bills,841.71,UPI,SBI,Failed,0,Android
TXN001515,2024-08-25,18:57:11,2024-08-25 18:57:11,P2P,U0062,U0107,,,1897.86,UPI,Canara,Success,0,Android
TXN001516,2024-05-28,20:50:21,2024-05-28 20:50:21,Wallet Load,U0217,,,,500.0,UPI Lite,Bank of Baroda,Success,0,Android
TXN001517,2024-04-25,23:48:05,2024-04-25 23:48:05,P2M,U0192,,M027,Healthcare,1588.55,UPI Lite,Axis,Success,0,Android
TXN001518,2023-01-25,02:38:00,2023-01-25 02:38:00,Bill Payment,U0017,,M064,Insurance,1734.23,Wallet,Yes Bank,Success,0,iOS
TXN001519,2024-04-01,00:47:52,2024-04-01 00:47:52,P2M,U0276,,M013,Recharge & Bills,479.43,UPI Lite,SBI,Success,0,Android
TXN001520,2023-03-09,10:36:10,2023-03-09 10:36:10,P2P,U0020,U0250,,,7602.54,UPI Lite,HDFC,Success,0,Android
TXN001521,2023-09-20,01:16:09,2023-09-20 01:16:09,P2P,U0049,U0233,,,3829.52,Wallet,ICICI,Success,0,Android
TXN001522,2023-03-15,18:03:59,2023-03-15 18:03:59,P2M,U0232,,M028,Travel,9283.02,UPI Lite,IDFC First,Success,0,iOS
TXN001523,2024-01-25,23:18:42,2024-01-25 23:18:42,Wallet Load,U0228,,,,100.0,Wallet,Kotak,Success,0,iOS
TXN001524,2023-04-02,09:30:03,2023-04-02 09:30:03,P2M,U0275,,M007,Education,5437.48,Wallet,Canara,Success,0,Android
TXN001525,2024-06-17,11:01:01,2024-06-17 11:01:01,P2P,U0149,U0170,,,4295.98,UPI,PNB,Success,0,Android
TXN001526,2024-09-18,15:53:29,2024-09-18 15:53:29,P2M,U0003,,M050,Recharge & Bills,797.17,Wallet,Axis,Success,0,Android
TXN001527,2023-06-27,15:52:59,2023-06-27 15:52:59,P2P,U0175,U0299,,,8463.11,UPI Lite,PNB,Success,0,Web
TXN001528,2024-04-15,01:51:25,2024-04-15 01:51:25,P2P,U0085,U0072,,,1363.39,Wallet,ICICI,Success,0,Android
TXN001529,2024-11-28,06:08:40,2024-11-28 06:08:40,Bill Payment,U0221,,M003,Healthcare,3600.36,UPI Lite,Canara,Success,0,Android
TXN001530,2024-06-29,07:07:07,2024-06-29 07:07:07,P2M,U0018,,M036,Food & Beverages,394.13,Wallet,PNB,Success,0,iOS
TXN001531,2023-07-08,22:10:20,2023-07-08 22:10:20,Bill Payment,U0244,,M052,Education,2634.15,UPI,Yes Bank,Failed,0,Android
TXN001532,2023-12-13,11:56:46,2023-12-13 11:56:46,P2P,U0293,U0096,,,6663.18,UPI Lite,Axis,Success,0,Android
TXN001533,2023-03-31,23:35:50,2023-03-31 23:35:50,P2M,U0035,,M024,Fuel,1871.73,UPI,ICICI,Success,0,Android
TXN001534,2024-02-01,06:44:35,2024-02-01 06:44:35,Bill Payment,U0201,,M002,Grocery,1984.92,UPI,Axis,Success,0,Android
TXN001535,2024-09-22,06:44:35,2024-09-22 06:44:35,P2M,U0272,,M002,Grocery,1049.36,Wallet,Yes Bank,Failed,0,iOS
TXN001536,2023-03-18,22:22:12,2023-03-18 22:22:12,P2P,U0244,U0245,,,4813.41,UPI Lite,Yes Bank,Success,0,Android
TXN001537,2024-10-28,07:24:05,2024-10-28 07:24:05,P2M,U0037,,M019,Shopping,5403.24,UPI,Kotak,Success,0,Android
TXN001538,2023-05-08,22:50:25,2023-05-08 22:50:25,Wallet Load,U0038,,,,2000.0,Wallet,Canara,Success,0,iOS
TXN001539,2024-08-07,09:12:39,2024-08-07 09:12:39,P2M,U0116,,M034,Shopping,3369.85,Wallet,Bank of Baroda,Success,0,Android
TXN001540,2024-10-11,15:06:44,2024-10-11 15:06:44,Bill Payment,U0192,,M051,Healthcare,2359.18,UPI Lite,Axis,Success,0,Web
TXN001541,2024-08-09,18:14:20,2024-08-09 18:14:20,P2M,U0261,,M053,Travel,9761.41,UPI Lite,ICICI,Success,0,Android
TXN001542,2023-02-21,12:33:17,2023-02-21 12:33:17,Bill Payment,U0222,,M077,Entertainment,348.39,UPI Lite,Yes Bank,Success,0,iOS
TXN001543,2023-08-07,03:06:55,2023-08-07 03:06:55,P2P,U0021,U0190,,,2810.02,Wallet,Yes Bank,Success,0,Android
TXN001544,2023-12-31,23:47:32,2023-12-31 23:47:32,P2M,U0168,,M040,Fuel,2609.52,UPI Lite,Axis,Success,0,Android
TXN001545,2023-03-12,16:08:00,2023-03-12 16:08:00,P2M,U0294,,M018,Insurance,23731.74,UPI Lite,Axis,Pending,0,Android
TXN001546,2024-11-10,10:33:00,2024-11-10 10:33:00,P2M,U0129,,M035,Travel,14025.58,Wallet,Yes Bank,Success,0,Web
TXN001547,2023-08-26,22:44:01,2023-08-26 22:44:01,P2M,U0123,,M073,Fuel,816.42,UPI Lite,Yes Bank,Success,0,Android
TXN001548,2024-11-22,17:03:45,2024-11-22 17:03:45,P2M,U0218,,M025,Entertainment,1175.64,UPI Lite,HDFC,Success,0,Android
TXN001549,2023-06-08,19:29:39,2023-06-08 19:29:39,Bill Payment,U0186,,M070,Entertainment,2853.94,UPI Lite,HDFC,Success,0,Android
TXN001550,2024-09-05,13:38:33,2024-09-05 13:38:33,P2P,U0150,U0127,,,2097.05,Wallet,Yes Bank,Success,0,Android
TXN001551,2024-01-12,04:48:49,2024-01-12 04:48:49,P2M,U0255,,M048,Recharge & Bills,320.07,Wallet,Bank of Baroda,Failed,0,Android
TXN001552,2023-10-20,11:37:29,2023-10-20 11:37:29,P2P,U0037,U0130,,,1288.07,Wallet,Kotak,Success,0,Android
TXN001553,2024-03-03,16:45:05,2024-03-03 16:45:05,P2P,U0131,U0254,,,4574.87,Wallet,IDFC First,Success,0,Android
TXN001554,2024-05-02,20:52:11,2024-05-02 20:52:11,P2M,U0137,,M007,Education,19640.76,Wallet,HDFC,Success,1,Android
TXN001555,2023-02-12,07:59:37,2023-02-12 07:59:37,P2P,U0063,U0186,,,7613.24,UPI,ICICI,Success,0,Android
TXN001556,2024-12-20,01:11:23,2024-12-20 01:11:23,P2M,U0138,,M017,Grocery,2394.84,UPI,HDFC,Success,0,iOS
TXN001557,2024-04-29,22:54:51,2024-04-29 22:54:51,P2M,U0006,,M015,Travel,5196.57,UPI,Bank of Baroda,Success,0,Android
TXN001558,2023-10-02,14:40:35,2023-10-02 14:40:35,P2M,U0293,,M035,Travel,13932.2,UPI Lite,Axis,Success,0,Android
TXN001559,2024-04-23,16:36:07,2024-04-23 16:36:07,Bill Payment,U0088,,M050,Recharge & Bills,1175.08,UPI,IDFC First,Success,0,Android
TXN001560,2023-07-11,05:22:09,2023-07-11 05:22:09,Bill Payment,U0139,,M063,Insurance,797.9,UPI,PNB,Success,0,Android
TXN001561,2023-01-03,11:03:45,2023-01-03 11:03:45,P2M,U0089,,M029,Healthcare,1469.41,UPI Lite,Canara,Success,0,iOS
TXN001562,2023-03-19,22:58:09,2023-03-19 22:58:09,Recharge,U0229,,M028,Travel,149.0,Wallet,HDFC,Success,0,iOS
TXN001563,2023-01-18,21:14:48,2023-01-18 21:14:48,P2M,U0197,,M079,Insurance,37659.36,UPI Lite,Bank of Baroda,Success,0,Android
TXN001564,2024-01-23,14:38:00,2024-01-23 14:38:00,Bill Payment,U0269,,M044,Recharge & Bills,1745.98,Wallet,ICICI,Success,0,iOS
TXN001565,2024-04-11,18:35:09,2024-04-11 18:35:09,P2M,U0191,,M019,Shopping,5686.96,UPI,SBI,Success,0,iOS
TXN001566,2023-07-13,05:19:40,2023-07-13 05:19:40,P2P,U0161,U0181,,,4080.77,UPI,Bank of Baroda,Success,0,Android
TXN001567,2024-05-16,08:34:05,2024-05-16 08:34:05,Recharge,U0013,,M073,Fuel,149.0,Wallet,IDFC First,Success,0,iOS
TXN001568,2023-01-16,22:02:17,2023-01-16 22:02:17,P2P,U0293,U0177,,,3627.23,UPI Lite,Axis,Success,0,Android
TXN001569,2023-07-29,00:47:27,2023-07-29 00:47:27,P2M,U0224,,M033,Grocery,1175.04,Wallet,Canara,Pending,0,Android
TXN001570,2024-09-21,06:08:39,2024-09-21 06:08:39,P2P,U0300,U0265,,,6011.1,UPI,ICICI,Success,0,Web
TXN001571,2023-05-04,07:22:58,2023-05-04 07:22:58,P2M,U0118,,M012,Grocery,2179.89,UPI,PNB,Success,0,Android
TXN001572,2023-04-21,00:14:59,2023-04-21 00:14:59,P2M,U0131,,M058,Entertainment,308.64,UPI,IDFC First,Success,0,Android
TXN001573,2023-03-13,16:03:20,2023-03-13 16:03:20,P2M,U0267,,M009,Healthcare,1235.9,UPI Lite,Kotak,Success,0,Android
TXN001574,2024-09-19,09:09:17,2024-09-19 09:09:17,P2M,U0217,,M022,Shopping,2042.71,UPI,Bank of Baroda,Success,1,Android
TXN001575,2024-03-05,20:50:39,2024-03-05 20:50:39,Bill Payment,U0274,,M016,Grocery,3939.48,UPI Lite,HDFC,Success,0,Android
TXN001576,2023-09-10,19:20:49,2023-09-10 19:20:49,P2M,U0096,,M032,Fuel,2424.65,UPI Lite,Yes Bank,Success,0,iOS
TXN001577,2023-02-07,13:12:22,2023-02-07 13:12:22,P2M,U0030,,M051,Healthcare,761.25,UPI,Yes Bank,Success,0,iOS
TXN001578,2023-07-10,21:50:15,2023-07-10 21:50:15,Recharge,U0294,,M036,Food & Beverages,599.0,UPI Lite,Axis,Success,0,Android
TXN001579,2023-04-16,13:26:20,2023-04-16 13:26:20,P2P,U0022,U0035,,,9829.42,Wallet,Kotak,Success,0,Android
TXN001580,2023-11-10,17:12:46,2023-11-10 17:12:46,P2M,U0203,,M071,Recharge & Bills,586.32,UPI Lite,IDFC First,Success,0,Web
TXN001581,2024-02-11,14:11:44,2024-02-11 14:11:44,P2M,U0296,,M052,Education,15156.81,Wallet,HDFC,Failed,1,Android
TXN001582,2023-03-31,17:45:02,2023-03-31 17:45:02,P2P,U0038,U0189,,,8427.36,Wallet,Canara,Success,0,Android
TXN001583,2024-08-05,18:49:04,2024-08-05 18:49:04,P2M,U0013,,M041,Fuel,1615.5,UPI Lite,IDFC First,Success,0,iOS
TXN001584,2023-04-21,12:57:00,2023-04-21 12:57:00,P2M,U0072,,M039,Recharge & Bills,455.72,Wallet,ICICI,Success,0,Android
TXN001585,2023-12-26,20:31:30,2023-12-26 20:31:30,P2M,U0239,,M048,Recharge & Bills,893.15,UPI,IDFC First,Failed,0,Web
TXN001586,2023-02-11,06:12:58,2023-02-11 06:12:58,Recharge,U0052,,M038,Healthcare,299.0,Wallet,HDFC,Success,0,iOS
TXN001587,2023-10-03,13:28:25,2023-10-03 13:28:25,Recharge,U0040,,M077,Entertainment,199.0,UPI Lite,PNB,Success,0,Android
TXN001588,2023-10-01,18:44:55,2023-10-01 18:44:55,Wallet Load,U0246,,,,100.0,Wallet,Bank of Baroda,Success,0,Web
TXN001589,2024-03-12,04:47:54,2024-03-12 04:47:54,P2P,U0052,U0075,,,7456.16,UPI,HDFC,Success,0,Android
TXN001590,2023-09-17,10:58:27,2023-09-17 10:58:27,P2M,U0191,,M004,Fuel,1510.57,UPI Lite,SBI,Success,0,Android
TXN001591,2023-12-07,12:19:41,2023-12-07 12:19:41,P2M,U0265,,M075,Healthcare,704.16,UPI Lite,Kotak,Success,0,Android
TXN001592,2023-04-30,02:16:42,2023-04-30 02:16:42,Bill Payment,U0290,,M065,Food & Beverages,522.99,Wallet,Bank of Baroda,Failed,0,Android
TXN001593,2024-12-11,16:44:22,2024-12-11 16:44:22,Bill Payment,U0137,,M019,Shopping,882.61,UPI Lite,HDFC,Success,0,Android
TXN001594,2023-04-14,06:13:08,2023-04-14 06:13:08,P2M,U0022,,M006,Travel,4683.07,Wallet,Kotak,Success,0,iOS
TXN001595,2024-12-12,12:48:21,2024-12-12 12:48:21,Recharge,U0219,,M071,Recharge & Bills,199.0,UPI,SBI,Success,0,Android
TXN001596,2024-12-11,19:20:04,2024-12-11 19:20:04,P2P,U0248,U0034,,,2229.99,UPI Lite,SBI,Pending,0,Android
TXN001597,2023-10-17,00:45:07,2023-10-17 00:45:07,P2P,U0236,U0176,,,6187.14,Wallet,Canara,Success,0,Android
TXN001598,2024-06-02,15:47:48,2024-06-02 15:47:48,P2M,U0170,,M042,Shopping,4308.33,UPI Lite,Bank of Baroda,Success,0,iOS
TXN001599,2023-12-03,23:59:08,2023-12-03 23:59:08,Recharge,U0126,,M029,Healthcare,19.0,Wallet,PNB,Success,0,Web
TXN001600,2023-08-22,06:47:23,2023-08-22 06:47:23,P2M,U0208,,M007,Education,19065.96,UPI,SBI,Failed,1,Android
TXN001601,2024-12-04,01:40:43,2024-12-04 01:40:43,Recharge,U0113,,M032,Fuel,599.0,UPI,Axis,Success,0,iOS
TXN001602,2023-09-15,06:15:37,2023-09-15 06:15:37,P2M,U0212,,M052,Education,8676.18,UPI Lite,Bank of Baroda,Success,0,Android
TXN001603,2024-12-20,08:12:43,2024-12-20 08:12:43,Wallet Load,U0034,,,,500.0,Wallet,SBI,Failed,0,Android
TXN001604,2023-09-17,06:13:09,2023-09-17 06:13:09,P2M,U0213,,M061,Entertainment,1469.7,UPI,PNB,Failed,1,Android
TXN001605,2023-06-16,05:46:54,2023-06-16 05:46:54,Wallet Load,U0203,,,,2000.0,UPI,IDFC First,Success,0,Android
TXN001606,2023-09-12,02:23:08,2023-09-12 02:23:08,P2M,U0085,,M044,Recharge & Bills,242.27,UPI,ICICI,Success,0,Android
TXN001607,2024-01-18,15:37:59,2024-01-18 15:37:59,Bill Payment,U0005,,M020,Fuel,2793.78,UPI Lite,PNB,Failed,0,Android
TXN001608,2023-05-18,22:12:07,2023-05-18 22:12:07,Wallet Load,U0002,,,,1000.0,Wallet,SBI,Success,0,Web
TXN001609,2023-05-09,07:57:11,2023-05-09 07:57:11,P2M,U0183,,M074,Insurance,4832.25,UPI,Yes Bank,Success,0,Web
TXN001610,2023-05-30,07:45:54,2023-05-30 07:45:54,P2P,U0021,U0001,,,8223.23,Wallet,Yes Bank,Success,0,iOS
TXN001611,2024-10-12,00:00:41,2024-10-12 00:00:41,P2M,U0137,,M076,Grocery,1016.0,Wallet,HDFC,Success,0,Android
TXN001612,2024-06-27,15:52:41,2024-06-27 15:52:41,P2M,U0134,,M021,Insurance,32351.47,UPI,Kotak,Success,0,iOS
TXN001613,2024-09-21,08:32:32,2024-09-21 08:32:32,P2P,U0174,U0084,,,6964.34,UPI Lite,Bank of Baroda,Success,0,Android
TXN001614,2023-07-02,15:02:57,2023-07-02 15:02:57,Bill Payment,U0206,,M054,Grocery,4073.44,Wallet,SBI,Success,0,iOS
TXN001615,2023-01-29,13:57:28,2023-01-29 13:57:28,P2P,U0237,U0077,,,7047.18,UPI Lite,ICICI,Success,0,iOS
TXN001616,2023-02-27,01:03:39,2023-02-27 01:03:39,P2P,U0230,U0065,,,1535.8,Wallet,Yes Bank,Success,0,iOS
TXN001617,2024-12-23,06:05:38,2024-12-23 06:05:38,P2M,U0247,,M056,Healthcare,2108.41,UPI Lite,IDFC First,Failed,0,iOS
TXN001618,2023-10-10,21:21:14,2023-10-10 21:21:14,P2M,U0108,,M061,Entertainment,1018.65,UPI,Bank of Baroda,Success,0,Android
TXN001619,2024-09-23,02:26:54,2024-09-23 02:26:54,Recharge,U0130,,M050,Recharge & Bills,99.0,UPI Lite,Kotak,Success,0,Web
TXN001620,2023-09-11,22:00:36,2023-09-11 22:00:36,Bill Payment,U0166,,M058,Entertainment,837.94,UPI Lite,Bank of Baroda,Success,0,Android
TXN001621,2024-08-31,08:01:50,2024-08-31 08:01:50,P2M,U0291,,M024,Fuel,320.08,UPI,Canara,Success,0,Android
TXN001622,2024-11-17,19:02:21,2024-11-17 19:02:21,Wallet Load,U0076,,,,100.0,UPI Lite,Axis,Success,0,Android
TXN001623,2023-05-21,05:00:17,2023-05-21 05:00:17,Wallet Load,U0104,,,,5000.0,UPI,IDFC First,Success,0,Android
TXN001624,2024-01-11,00:00:49,2024-01-11 00:00:49,Bill Payment,U0191,,M044,Recharge & Bills,213.14,UPI Lite,SBI,Success,0,Android
TXN001625,2024-11-21,23:05:30,2024-11-21 23:05:30,P2P,U0259,U0141,,,5332.15,UPI Lite,ICICI,Success,0,Android
TXN001626,2024-07-12,13:07:47,2024-07-12 13:07:47,P2M,U0223,,M006,Travel,6933.3,Wallet,HDFC,Success,0,Android
TXN001627,2024-09-07,00:56:07,2024-09-07 00:56:07,P2M,U0209,,M076,Grocery,1955.72,Wallet,SBI,Success,0,Web
TXN001628,2024-10-10,09:50:25,2024-10-10 09:50:25,Recharge,U0293,,M030,Grocery,299.0,Wallet,Axis,Success,0,Android
TXN001629,2023-11-03,15:50:23,2023-11-03 15:50:23,Recharge,U0020,,M030,Grocery,199.0,UPI Lite,HDFC,Success,0,Android
TXN001630,2023-11-30,23:58:53,2023-11-30 23:58:53,P2P,U0231,U0123,,,3999.95,UPI,SBI,Success,0,iOS
TXN001631,2024-11-05,14:52:10,2024-11-05 14:52:10,P2M,U0280,,M054,Grocery,245.76,Wallet,HDFC,Success,1,iOS
TXN001632,2024-05-28,15:18:45,2024-05-28 15:18:45,Bill Payment,U0255,,M075,Healthcare,1224.39,UPI,Bank of Baroda,Success,0,iOS
TXN001633,2024-07-17,16:25:27,2024-07-17 16:25:27,Wallet Load,U0200,,,,2000.0,UPI Lite,Yes Bank,Success,0,iOS
TXN001634,2023-07-10,18:14:49,2023-07-10 18:14:49,P2P,U0220,U0041,,,3321.31,UPI,Axis,Failed,0,Android
TXN001635,2024-05-25,15:53:23,2024-05-25 15:53:23,Wallet Load,U0133,,,,200.0,Wallet,Axis,Success,0,Android
TXN001636,2023-03-17,19:28:34,2023-03-17 19:28:34,Recharge,U0105,,M021,Insurance,299.0,Wallet,Axis,Success,0,Android
TXN001637,2023-05-01,20:00:33,2023-05-01 20:00:33,P2M,U0281,,M009,Healthcare,473.51,UPI,Kotak,Success,0,Web
TXN001638,2023-12-17,12:41:06,2023-12-17 12:41:06,P2P,U0139,U0092,,,1178.04,UPI Lite,PNB,Success,0,iOS
TXN001639,2024-06-02,20:23:32,2024-06-02 20:23:32,Bill Payment,U0239,,M066,Grocery,786.07,UPI,IDFC First,Success,0,Android
TXN001640,2024-02-28,13:12:42,2024-02-28 13:12:42,P2P,U0091,U0199,,,8075.69,UPI Lite,HDFC,Failed,0,Android
TXN001641,2023-04-24,06:09:00,2023-04-24 06:09:00,Recharge,U0045,,M009,Healthcare,99.0,UPI Lite,HDFC,Success,0,iOS
TXN001642,2024-10-24,22:30:33,2024-10-24 22:30:33,P2M,U0246,,M045,Healthcare,245.97,UPI,Bank of Baroda,Success,0,iOS
TXN001643,2024-04-27,09:40:43,2024-04-27 09:40:43,Bill Payment,U0207,,M028,Travel,1004.11,UPI Lite,ICICI,Success,0,iOS
TXN001644,2023-12-22,15:00:07,2023-12-22 15:00:07,P2P,U0117,U0254,,,5596.7,UPI Lite,IDFC First,Success,0,Android
